"spec","item","variable","response","refits","n_min","n_max","mean_shap","minimum","maximum","positive_refits","negative_refits"
"primary","Q727_Q731R1","Q727_Q731R1","(5) 4",3,34,50,5.35544054415397e-05,3.05566377048392e-05,8.4203566979257e-05,3,0
"primary","Q727_Q731R1","Q727_Q731R1","(6) 5",3,60,70,-0.000146324190591932,-0.000180390380271791,-9.54912183752849e-05,0,3
"primary","Q727_Q731R1","Q727_Q731R1","(7) 6",3,18,19,-6.01757029591871e-05,-0.000141126430779211,7.09324877223247e-05,1,2
"primary","Q727_Q731R1","Q727_Q731R1","(8) 7",3,87,115,1.99228714964101e-05,-0.00013612787529028,0.000171188784346809,2,1
"primary","Q727_Q731R2","Q727_Q731R2","(1) 0",3,71,92,3.99233465491576e-05,-8.19802571131247e-05,0.00017067677306315,2,1
"primary","Q727_Q731R2","Q727_Q731R2","(2) 1",3,55,69,7.22983838935087e-05,-3.51336974836855e-05,0.000193666724340807,2,1
"primary","Q727_Q731R2","Q727_Q731R2","(3) 2",3,73,87,8.03236272490869e-05,-5.60995563626496e-05,0.000247252711611392,2,1
"primary","Q727_Q731R2","Q727_Q731R2","(4) 3",3,57,71,8.7583020566678e-05,3.7223281796424e-05,0.000139205339078063,3,0
"primary","Q727_Q731R2","Q727_Q731R2","(5) 4",3,44,44,0.00010809492913446,1.47268809001636e-05,0.000293478065134514,3,0
"primary","Q727_Q731R2","Q727_Q731R2","(6) 5",3,72,82,5.3593269741752e-06,-6.2214112435622e-05,0.000120052078346106,1,2
"primary","Q727_Q731R2","Q727_Q731R2","(7) 6",3,10,15,-0.000678190189910685,-0.00183242607694927,8.11870650496276e-05,1,2
"primary","Q727_Q731R2","Q727_Q731R2","(8) 7",3,91,118,-8.47975268232207e-05,-0.000190874498214592,6.22342955218482e-05,1,2
"primary","Q727_Q731R3","Q727_Q731R3","(1) 0",3,350,363,1.76115494996655e-06,-1.68406268034846e-05,2.44808570443408e-05,1,2
"primary","Q727_Q731R3","Q727_Q731R3","(2) 1",3,29,35,-0.000197963899090933,-0.00056470674401217,3.94147291145382e-05,1,2
"primary","Q727_Q731R3","Q727_Q731R3","(3) 2",3,19,32,8.942905094751e-06,-0.000524894382836695,0.000431325357207953,2,1
"primary","Q727_Q731R3","Q727_Q731R3","(4) 3",3,23,28,0.000467983599692419,-2.30134787060264e-05,0.000878607978470859,2,1
"primary","Q727_Q731R3","Q727_Q731R3","(5) 4",3,10,15,5.00755821554507e-05,3.3325613463518e-05,5.97101842482208e-05,3,0
"primary","Q727_Q731R3","Q727_Q731R3","(6) 5",3,42,52,-6.23979224220756e-05,-0.000254432694201665,9.92334959785994e-05,1,2
"primary","Q727_Q731R3","Q727_Q731R3","(8) 7",3,10,16,0.000434352892088611,-3.8925080620437e-05,0.00126650286747172,2,1
"primary","Q727_Q731R4","Q727_Q731R4","(1) 0",3,246,254,3.70718225644782e-05,3.76525235482318e-06,6.34553627271112e-05,3,0
"primary","Q727_Q731R4","Q727_Q731R4","(2) 1",3,31,36,7.38270596329323e-05,-0.000130556460373974,0.000270003202204945,2,1
"primary","Q727_Q731R4","Q727_Q731R4","(3) 2",3,19,31,0.000592112336137526,0.00017907387469534,0.00102762450841673,3,0
"primary","Q727_Q731R4","Q727_Q731R4","(4) 3",3,20,27,-0.000141261014920053,-0.000183068609956615,-8.23155184667202e-05,0,3
"primary","Q727_Q731R4","Q727_Q731R4","(5) 4",3,17,29,-0.000127390582439803,-0.000452859473425114,0.000107248243549771,1,2
"primary","Q727_Q731R4","Q727_Q731R4","(6) 5",3,119,135,1.92143385794492e-05,-5.63112337980239e-05,0.000125545879696307,1,2
"primary","Q727_Q731R4","Q727_Q731R4","(7) 6",3,13,16,-0.000434761182622781,-0.000848526412723268,2.03480326844328e-05,1,2
"primary","Q727_Q731R4","Q727_Q731R4","(8) 7",3,19,33,-0.000253067357093579,-0.000304652385414402,-0.000185908675143941,0,3
"primary","Q727_Q731R5","Q727_Q731R5","(1) 0",3,289,305,-2.68079595168289e-05,-2.86128722794846e-05,-2.3385190894499e-05,0,3
"primary","Q727_Q731R5","Q727_Q731R5","(2) 1",3,36,49,-6.55372083255923e-05,-0.000130636293052933,-1.88714364786287e-05,0,3
"primary","Q727_Q731R5","Q727_Q731R5","(3) 2",3,13,19,0.000563259156261084,0.00037904802641611,0.000696277359489793,3,0
"primary","Q727_Q731R5","Q727_Q731R5","(4) 3",3,15,21,5.97057549477328e-06,-5.28340770055007e-05,8.78857770385605e-05,1,2
"primary","Q727_Q731R5","Q727_Q731R5","(5) 4",3,17,20,0.000525060028326081,-0.00050073593859401,0.00122222118286038,2,1
"primary","Q727_Q731R5","Q727_Q731R5","(6) 5",3,19,21,0.000138288349762172,-4.67005804902217e-06,0.00035991928111453,2,1
"primary","Q727_Q731R5","Q727_Q731R5","(8) 7",3,97,103,-7.30619249982869e-05,-0.000114319509320855,-5.23714751837625e-05,0,3
"primary","Q732_Q737R1","Q732_Q737R1","(1) Strongly disagree",3,16,18,-5.41192342489717e-05,-8.5641044201315e-05,-3.6582817562986e-06,0,3
"primary","Q732_Q737R1","Q732_Q737R1","(4) Neither agree nor disagree",3,13,16,-0.000278785376074734,-0.000661980409531988,-3.75616679683332e-05,0,3
"primary","Q732_Q737R1","Q732_Q737R1","Not observed / routed",3,460,467,-1.97955984048691e-05,-2.83151543004413e-05,-4.4944416139882e-06,0,3
"primary","Q732_Q737R2","Q732_Q737R2","(1) Strongly disagree",3,14,15,7.01522253719537e-05,-5.05739111459765e-05,0.000281421489868707,1,2
"primary","Q732_Q737R2","Q732_Q737R2","(4) Neither agree nor disagree",3,13,17,-2.61680976153026e-05,-6.41916824499973e-05,5.99687424719823e-06,1,2
"primary","Q732_Q737R2","Q732_Q737R2","(5) Somewhat agree",2,10,12,0.00164891062975903,0.00103518084205856,0.0022626404174595,2,0
"primary","Q732_Q737R2","Q732_Q737R2","Not observed / routed",3,460,467,-3.77829436179161e-05,-5.9584600357e-05,-1.36467644870245e-05,0,3
"primary","Q732_Q737R3","Q732_Q737R3","(1) Strongly disagree",3,17,18,0.000197211953583473,-0.000104673909900146,0.000718055055313578,1,2
"primary","Q732_Q737R3","Q732_Q737R3","(4) Neither agree nor disagree",3,16,17,-0.000143831386745739,-0.000687323854691569,0.000370135142023129,1,2
"primary","Q732_Q737R3","Q732_Q737R3","Not observed / routed",3,460,467,-2.61149715172543e-05,-5.18910897784112e-05,-5.91293842303432e-06,0,3
"primary","Q732_Q737R4","Q732_Q737R4","(4) Neither agree nor disagree",3,14,16,-0.000126557430221323,-0.000328922057295112,-7.51647978358872e-06,0,3
"primary","Q732_Q737R4","Q732_Q737R4","(5) Somewhat agree",3,11,12,9.91000602245859e-05,-4.11069421014442e-05,0.000348697006100996,1,2
"primary","Q732_Q737R4","Q732_Q737R4","(6) Agree",1,11,11,0.000275475385885313,0.000275475385885313,0.000275475385885313,1,0
"primary","Q732_Q737R4","Q732_Q737R4","(7) Strongly agree",1,11,11,-6.19804741034246e-06,-6.19804741034246e-06,-6.19804741034246e-06,0,1
"primary","Q732_Q737R4","Q732_Q737R4","Not observed / routed",3,460,467,-2.35103528951199e-05,-3.44205358760474e-05,-5.82178146986258e-06,0,3
"primary","Q732_Q737R5","Q732_Q737R5","(4) Neither agree nor disagree",3,12,18,1.31432420394062e-05,-4.24071610828304e-05,9.24712126504588e-05,1,2
"primary","Q732_Q737R5","Q732_Q737R5","(5) Somewhat agree",3,10,12,-1.42174166434156e-05,-4.67363818803683e-05,1.06109824288165e-05,1,2
"primary","Q732_Q737R5","Q732_Q737R5","(6) Agree",2,10,15,2.47937965883404e-05,-0.000251268921119654,0.000300856514296335,1,1
"primary","Q732_Q737R5","Q732_Q737R5","(7) Strongly agree",1,10,10,1.40780927805573e-05,1.40780927805573e-05,1.40780927805573e-05,1,0
"primary","Q732_Q737R5","Q732_Q737R5","Not observed / routed",3,460,467,-2.12705477857414e-05,-4.03012259060334e-05,6.32221520483021e-06,1,2
"primary","Q732_Q737R6","Q732_Q737R6","(4) Neither agree nor disagree",3,14,16,0.000349842091078775,-2.92628545924557e-05,0.000721424438005357,2,1
"primary","Q732_Q737R6","Q732_Q737R6","(5) Somewhat agree",2,11,14,-0.000303749072304585,-0.00123667497498186,0.00062917683037269,1,1
"primary","Q732_Q737R6","Q732_Q737R6","(6) Agree",2,10,12,0.000152969113116308,-5.59305315221612e-06,0.000311531279384832,1,1
"primary","Q732_Q737R6","Q732_Q737R6","(7) Strongly agree",1,10,10,5.93748226363879e-06,5.93748226363879e-06,5.93748226363879e-06,1,0
"primary","Q732_Q737R6","Q732_Q737R6","Not observed / routed",3,460,467,-2.7833156878222e-05,-5.26981073755022e-05,1.71656998756126e-05,1,2
"primary","Q738_Q740R1","Q738_Q740R1","(4) Neither agree nor disagree",3,12,18,3.85651059602818e-05,-1.89434892984599e-05,0.000135726624408578,1,2
"primary","Q738_Q740R1","Q738_Q740R1","(5) Somewhat agree",2,10,14,0.00106043957328152,0.000810993473209324,0.00130988567335371,2,0
"primary","Q738_Q740R1","Q738_Q740R1","(6) Agree",3,10,13,-0.0013031050079196,-0.00250642168945314,-4.39678170656937e-05,0,3
"primary","Q738_Q740R1","Q738_Q740R1","(7) Strongly agree",3,15,20,7.18301196533528e-05,-8.54669457979874e-06,0.000175176774975669,2,1
"primary","Q738_Q740R1","Q738_Q740R1","Not observed / routed",3,460,467,-1.23683959807547e-05,-3.63896444766879e-05,2.62560377656363e-05,1,2
"primary","Q738_Q740R2","Q738_Q740R2","(4) Neither agree nor disagree",2,11,15,-1.80683193168006e-05,-1.9198517433755e-05,-1.69381211998463e-05,0,2
"primary","Q738_Q740R2","Q738_Q740R2","(5) Somewhat agree",2,14,16,-1.33934404807481e-05,-2.71371256703404e-05,3.50244708844173e-07,1,1
"primary","Q738_Q740R2","Q738_Q740R2","(7) Strongly agree",3,16,18,-0.000306152313212745,-0.000751044899678852,9.43199026529415e-05,1,2
"primary","Q738_Q740R2","Q738_Q740R2","Not observed / routed",3,460,467,-1.43875142007464e-05,-3.8569085734273e-05,3.26311039350277e-06,1,2
"primary","Q738_Q740R3","Q738_Q740R3","(4) Neither agree nor disagree",2,10,17,0.00072458298836668,0.000684120417614469,0.000765045559118891,2,0
"primary","Q738_Q740R3","Q738_Q740R3","(5) Somewhat agree",2,10,13,0.000206532663988385,-8.79873500852885e-05,0.000501052678062059,1,1
"primary","Q738_Q740R3","Q738_Q740R3","(6) Agree",2,12,15,-0.000422036013226282,-0.000452904758108025,-0.000391167268344539,0,2
"primary","Q738_Q740R3","Q738_Q740R3","(7) Strongly agree",3,17,20,1.42183696053358e-05,-4.30402919985755e-05,0.000110135096156522,1,2
"primary","Q738_Q740R3","Q738_Q740R3","Not observed / routed",3,460,467,-2.03014318564648e-05,-2.7506593978398e-05,-9.31509991286652e-06,0,3
"primary","Q741","Q741","(1) Married",3,253,275,1.24450277411288e-05,-3.64399772466916e-05,0.000100917958791098,1,2
"primary","Q741","Q741","(2) Single, not in a relationship",3,113,130,1.38333300281997e-05,-7.56434198225914e-05,8.54203371505241e-05,2,1
"primary","Q741","Q741","(3) In a romantic relationship, but not living together",3,22,28,1.31235999052539e-05,-7.84092868953455e-05,7.02665891598153e-05,2,1
"primary","Q741","Q741","(4) In a relationship and living together",3,36,59,-7.73228119508886e-05,-0.000145308806203359,3.15948935247731e-05,1,2
"primary","Q741","Q741","(5) Divorced",3,39,49,-2.76838708631015e-05,-0.000209578186337237,7.83721774306152e-05,2,1
"primary","Q741","Q741","(6) Widowed",3,12,19,-0.000184149226240796,-0.000320867651879034,-7.39693498332955e-05,0,3
"primary","Q742","Q742","(1.98e+03,2e+03]",3,79,91,-4.22400716000024e-05,-0.000130792193912977,1.22876624702804e-05,1,2
"primary","Q742","Q742","(2.01e+03, Inf]",3,67,89,0.000337311056985362,-5.3888313121335e-05,0.000721034637500355,2,1
"primary","Q742","Q742","(2e+03,2.01e+03]",3,68,85,-5.43218059368824e-05,-0.000101246326077336,2.29023078893608e-05,1,2
"primary","Q742","Q742","[-Inf,1.98e+03]",3,82,95,0.000211696172126105,0.000162465388418526,0.00023662446771031,3,0
"primary","Q742","Q742","Not observed / routed",3,185,211,-0.000179407618184901,-0.000287314216776014,2.05184294835809e-05,1,2
"primary","Q743","Q743","(1) Republican",3,87,99,0.00670778020470163,0.00187789386956086,0.013832406073394,3,0
"primary","Q743","Q743","(2) Democratic",3,146,172,-0.00223266349045388,-0.00528024106479855,-0.000356059246819566,0,3
"primary","Q743","Q743","(3) Independent",3,68,88,-0.000387907919850048,-0.000685132172170465,0.00015539986621573,1,2
"primary","Q743","Q743","(4) Other party",3,11,14,-0.00113445879264729,-0.00201331560281411,-0.000413799172055752,0,3
"primary","Q743","Q743","Not observed / routed",3,174,187,-0.00102719650464613,-0.00194620168635909,-0.000340808319105596,0,3
"primary","Q744","Q744","(1) Strong | Q743: (1) Republican",3,51,63,0.00437599597922614,0.000874164086810018,0.0103113915951737,3,0
"primary","Q744","Q744","(1) Strong | Q743: (2) Democratic",3,84,111,-0.00078649177863456,-0.00186555814796475,-0.000175132948731468,0,3
"primary","Q744","Q744","(2) Not strong | Q743: (1) Republican",3,33,36,0.00074999944364565,0.000305509664029658,0.00147868421760825,3,0
"primary","Q744","Q744","(2) Not strong | Q743: (2) Democratic",3,61,65,-0.000956046922198239,-0.00152593495428693,-0.000406670605492839,0,3
"primary","Q744","Q744","Not observed / routed",3,262,286,-0.000522367020536434,-0.00120694245714003,-0.000129821856616256,0,3
"primary","Q745","Q745","(1) Closer to the Democratic Party",3,22,28,-0.00178619282625825,-0.00307753205032355,-0.00105293876742691,0,3
"primary","Q745","Q745","(2) Closer to the Republican Party",3,18,27,0.0149184337332066,0.00252354423599334,0.0297118617573938,3,0
"primary","Q745","Q745","(3) Not closer to one party or the other",3,36,50,-0.000368062099848375,-0.00060960455965498,-4.20887645568206e-06,0,3
"primary","Q745","Q745","Not observed / routed",3,419,440,-0.000350498829462816,-0.000658696607510268,-0.000113146281962669,0,3
"primary","Q746A","Q746A","(1) White",3,18,19,0.000217310811342216,0.000169988894957619,0.00027767111011326,3,0
"primary","Q746A","Q746A","(2) Hispanic or Latino",3,31,40,4.31069678000963e-05,-0.000225518272284857,0.000252420281585492,2,1
"primary","Q746A","Q746A","Not observed / routed",3,460,464,-2.8722478989258e-05,-4.25337756255577e-05,-1.03246909370965e-05,0,3
"primary","Q746B","Q746B","(1) White",3,122,134,3.64427876946922e-05,-2.06299726026723e-06,9.77638686190051e-05,2,1
"primary","Q746B","Q746B","(2) Hispanic or Latino",3,172,186,-9.67752131491288e-06,-4.23439083284149e-05,1.33925958250476e-05,1,2
"primary","Q746B","Q746B","(3) Black or African American",3,11,14,6.54692583944844e-06,-0.000100494509621815,0.000176290728067085,1,2
"primary","Q746B","Q746B","(4) Asian American",3,11,12,-0.000152975989029329,-0.0015617855028021,0.000802395096909534,2,1
"primary","Q746B","Q746B","Not observed / routed",3,174,187,-4.54212001137084e-05,-6.55063835325421e-05,-1.22610352065538e-05,0,3
"primary","Q747","Q747","(1) United States",3,298,308,-1.60258190121937e-05,-4.47032316782705e-05,1.26147406773073e-05,1,2
"primary","Q747","Q747","(2) Another country",3,65,78,0.0002332821243778,0.000178919914994863,0.000265229766711442,3,0
"primary","Q747","Q747","(3) Puerto Rico",3,21,26,-7.77063305479252e-05,-0.000134639537729636,1.53870424424167e-05,1,2
"primary","Q747","Q747","Not observed / routed",3,113,130,-7.39905387961783e-05,-0.000151188349943496,6.66271398296943e-06,1,2
"primary","Q748","Q748","(1) No",3,357,378,7.43682780037407e-05,3.40497497940017e-05,0.0001201525113083,3,0
"primary","Q748","Q748","(2) Yes, one child",3,55,74,1.03903564594015e-05,-5.215388063751e-05,7.77054957249309e-05,2,1
"primary","Q748","Q748","(3) Yes, two children",3,55,64,-0.000437871066514712,-0.000793358480442911,-0.00017174741120123,0,3
"primary","Q748","Q748","(4) Yes, three children",3,16,21,-0.000218610084018602,-0.000500068974183156,0.000147302828979755,1,2
"primary","Q748","Q748","(5) Yes, four or more children",1,10,10,0.000221856308692919,0.000221856308692919,0.000221856308692919,1,0
"primary","Q749","Q749","(1) No",3,425,435,-7.9021552682082e-05,-0.000141245368684105,-1.54083934795217e-05,0,3
"primary","Q749","Q749","(2) Yes, one adult child",3,60,67,-0.00011414283491032,-0.000205516467668996,5.59653121757299e-05,1,2
"primary","Q749","Q749","(3) Yes, two adult children",3,19,26,0.000375666807303162,-0.000129409398505562,0.00098990292509743,2,1
"primary","Q75","Q75","(1) Excellent",3,100,112,6.04413848706502e-05,3.69714353770808e-05,9.43338443191652e-05,3,0
"primary","Q75","Q75","(2) Very good",3,194,216,4.43475312172054e-05,1.82978971399241e-05,5.77431093007008e-05,3,0
"primary","Q75","Q75","(3) Good",3,142,154,1.32204205936664e-05,-3.01420543475701e-06,3.30517821335924e-05,2,1
"primary","Q75","Q75","(4) Fair",3,39,57,-0.000315373915395911,-0.000588743600574085,-0.000135691952158497,0,3
"primary","Q75","Q75","(5) Poor",2,13,14,5.90680376901212e-05,-0.000257508667771241,0.000375644743151483,1,1
"primary","Q750","Q750R1","(0) NO TO: No, no other adult family member",3,116,125,0.00020753754590069,-0.000203823244862508,0.000782525471070218,2,1
"primary","Q750","Q750R1","(1) No, no other adult family member",3,396,405,-5.24642053048545e-05,-8.99128944971768e-05,-1.54875772804307e-05,0,3
"primary","Q750","Q750R2","(0) NO TO: My own mother or father",3,433,441,-6.52415945911271e-05,-8.30826744261545e-05,-3.69780509193929e-05,0,3
"primary","Q750","Q750R2","(1) My own mother or father",3,80,88,0.00041862786658539,-0.000115787629698332,0.00118225424867551,2,1
"primary","Q750","Q750R3","(0) NO TO: My spouse",3,511,514,6.84523966650351e-06,-0.000103305752805787,0.000114325280072253,2,1
"primary","Q750","Q750R3","(1) My spouse",1,10,10,0.000897554690076127,0.000897554690076127,0.000897554690076127,1,0
"primary","Q750","Q750R4","(0) NO TO: An aunt, uncle or cousin",3,517,517,3.06985545104105e-06,-9.02800124257936e-05,0.00010034975053964,1,2
"primary","Q750","Q750R5","(0) NO TO: My own grandparent",3,513,518,-0.000106977451384927,-0.000187954493955937,-3.99622132650964e-06,0,3
"primary","Q750","Q750R6","(0) NO TO: My spouse",3,519,521,5.14356413251148e-06,-8.8209165401913e-05,0.00010635613023202,1,2
"primary","Q750","Q750R7","(0) NO TO: Another adult family member lives here",3,473,486,3.25415789537229e-05,-2.42347728940765e-05,0.000111753119678547,2,1
"primary","Q750","Q750R7","(1) Another adult family member lives here",3,35,48,-0.00025217472368893,-0.00066985546457692,3.89603632623065e-05,1,2
"primary","Q751","Q751R1","(0) NO TO: Yes, I have had coronavirus",3,452,459,1.98095501433231e-05,3.96630332067246e-06,3.33153650837118e-05,3,0
"primary","Q751","Q751R1","(1) Yes, I have had coronavirus",3,62,69,-4.90850540353627e-05,-0.000247272001926817,0.000220934784435482,1,2
"primary","Q751","Q751R2","(0) NO TO: Yes, someone in my household has had coronavirus",3,461,468,1.87936623183898e-05,5.65116467168664e-06,2.62713031581012e-05,3,0
"primary","Q751","Q751R2","(1) Yes, someone in my household has had coronavirus",3,53,60,-3.68936753014216e-05,-0.000276799507908165,0.000440456974380258,1,2
"primary","Q751","Q751R3","(0) NO TO: Yes, family outside of my household has had coronavirus",3,361,366,7.62534373717984e-06,-3.64551623456823e-05,9.09858869021156e-05,1,2
"primary","Q751","Q751R3","(1) Yes, family outside of my household has had coronavirus",3,155,160,1.96713308629577e-05,-0.000235554571778418,0.000256858589099554,2,1
"primary","Q751","Q751R4","(0) NO TO: Yes, someone else I know has had coronavirus",3,348,361,1.22153240944612e-05,-2.30339667968013e-05,5.85409797744575e-05,2,1
"primary","Q751","Q751R4","(1) Yes, someone else I know has had coronavirus",3,160,173,1.66550693040083e-05,-0.000147042572737206,0.000245194710309141,1,2
"primary","Q751","Q751R5","(0) NO TO: No, nobody I know has had the virus",3,297,312,-3.47690504064668e-06,-0.000179318659279785,0.000209779979379773,1,2
"primary","Q751","Q751R5","(1) No, nobody I know has had the virus",3,209,224,4.22176151456902e-05,-0.000135233191990773,0.000232910307855929,2,1
"primary","Q752","Q752","(1) Asymptomatic",3,10,14,4.60275967630315e-05,-0.000243562535342135,0.000583228217331889,1,2
"primary","Q752","Q752","(2) Some symptoms but not severe",3,27,33,-8.85562512172266e-05,-0.000190950350322502,3.08310821482631e-05,1,2
"primary","Q752","Q752","(3) Strong Symptoms",3,18,24,0.000411616733942244,-0.000145515350270813,0.000782995045516814,2,1
"primary","Q752","Q752","Not observed / routed",3,452,459,-3.90986157484067e-05,-5.6448255148218e-05,-1.46699601134126e-05,0,3
"primary","Q753","Q753","(1) Asymptomatic",3,20,25,-1.59662448109218e-05,-0.000224825549822314,0.000127102434031949,2,1
"primary","Q753","Q753","(2) Some symptoms but not severe",3,105,127,9.74511518245848e-05,-5.20148140876855e-05,0.000267059802224542,2,1
"primary","Q753","Q753","(3) Strong Symptoms",3,71,77,-6.32961009116532e-06,-5.00492107111206e-05,3.75014851358855e-05,1,2
"primary","Q753","Q753","(4) Needed to be Hospitalized",3,19,29,-0.000584660492222222,-0.000851746968519737,-0.000382678828603714,0,3
"primary","Q753","Q753","(5) They died",3,29,37,-0.00010358623247993,-0.000170980767778744,-5.96235082785537e-05,0,3
"primary","Q753","Q753","Not observed / routed",3,241,258,2.89388198602609e-05,-5.19544659340301e-05,8.73939531855143e-05,2,1
"primary","Q754_Q762R1","Q754_Q762R1C1","(0) NO TO: Yes, me",3,460,464,8.27200059259451e-06,-1.9834781335223e-05,4.1796948085075e-05,2,1
"primary","Q754_Q762R1","Q754_Q762R1C1","(1) Yes, me",3,57,61,-4.54625644756633e-05,-0.000182685058688093,0.000137361123663901,1,2
"primary","Q754_Q762R1","Q754_Q762R1C2","(0) NO TO: Yes, someone else in my household",3,464,472,7.42852620323266e-05,-7.98653616812547e-06,0.000148734553193461,2,1
"primary","Q754_Q762R1","Q754_Q762R1C2","(1) Yes, someone else in my household",3,49,57,-0.000630932890156136,-0.00149762309873228,3.84707051248459e-05,1,2
"primary","Q754_Q762R1","Q754_Q762R1C3","(0) NO TO: No, nobody in my household",3,105,111,-0.000311711898999738,-0.000772097418712395,8.99509449288265e-05,1,2
"primary","Q754_Q762R1","Q754_Q762R1C3","(1) No, nobody in my household",3,410,416,8.38706273831241e-05,-2.6548723217514e-05,0.000173943245976197,2,1
"primary","Q754_Q762R2","Q754_Q762R2C1","(0) NO TO: Yes, me",3,436,448,-6.83817447645499e-05,-8.38519742100086e-05,-4.76050330916827e-05,0,3
"primary","Q754_Q762R2","Q754_Q762R2C1","(1) Yes, me",3,73,85,0.000293722290591057,0.000177058332519662,0.000390875145972722,3,0
"primary","Q754_Q762R2","Q754_Q762R2C2","(0) NO TO: Yes, someone else in my household",3,434,453,2.47997307822607e-06,-2.15757480222456e-05,2.94271936241565e-05,1,2
"primary","Q754_Q762R2","Q754_Q762R2C2","(1) Yes, someone else in my household",3,68,87,-0.000128284853136259,-0.000232288145405688,1.49267086071396e-05,1,2
"primary","Q754_Q762R2","Q754_Q762R2C3","(0) NO TO: No, nobody in my household",3,140,157,9.07013674715812e-05,5.12429490289255e-05,0.000143755667953762,3,0
"primary","Q754_Q762R2","Q754_Q762R2C3","(1) No, nobody in my household",3,364,381,-5.68689391622496e-05,-7.84258066090104e-05,-4.26839080396552e-05,0,3
"primary","Q754_Q762R3","Q754_Q762R3C1","(0) NO TO: Yes, me",3,490,496,-1.74054618602761e-05,-2.89431443220836e-05,7.98135194266727e-07,1,2
"primary","Q754_Q762R3","Q754_Q762R3C1","(1) Yes, me",3,25,31,0.000233735225656782,7.23244359793936e-05,0.00033006326093434,3,0
"primary","Q754_Q762R3","Q754_Q762R3C2","(0) NO TO: Yes, someone else in my household",3,494,500,-1.56452329956206e-06,-2.5763059440145e-05,1.67399463267664e-05,2,1
"primary","Q754_Q762R3","Q754_Q762R3C2","(1) Yes, someone else in my household",3,21,27,-7.085709060687e-05,-0.000251119149117837,0.00028559147182229,1,2
"primary","Q754_Q762R3","Q754_Q762R3C3","(0) NO TO: No, nobody in my household",3,48,53,7.01754386600587e-05,-9.68272791159741e-05,0.000291531670951219,2,1
"primary","Q754_Q762R3","Q754_Q762R3C3","(1) No, nobody in my household",3,468,473,-1.34925652021537e-05,-4.43209217873496e-05,1.55158379566451e-05,1,2
"primary","Q754_Q762R4","Q754_Q762R4C1","(0) NO TO: Yes, me",3,458,467,1.63222388301648e-05,-1.5071021577521e-06,3.81897013954313e-05,2,1
"primary","Q754_Q762R4","Q754_Q762R4C1","(1) Yes, me",3,54,63,-0.000235213039081566,-0.000290894002897698,-0.000126446599829847,0,3
"primary","Q754_Q762R4","Q754_Q762R4C2","(0) NO TO: Yes, someone else in my household",3,477,480,1.93107453764929e-07,-1.49121822291406e-05,1.80938694589945e-05,1,2
"primary","Q754_Q762R4","Q754_Q762R4C2","(1) Yes, someone else in my household",3,41,44,-0.000147041614747931,-0.000386822927989598,0.000119600663234505,1,2
"primary","Q754_Q762R4","Q754_Q762R4C3","(0) NO TO: No, nobody in my household",3,93,101,-0.000199621275537616,-0.000333005634968823,-3.39319364252714e-05,0,3
"primary","Q754_Q762R4","Q754_Q762R4C3","(1) No, nobody in my household",3,420,428,3.28536353346638e-05,2.12048123739162e-06,5.56696367645822e-05,3,0
"primary","Q754_Q762R5","Q754_Q762R5C1","(0) NO TO: Yes, me",3,487,496,-5.07445715842416e-05,-8.05198738538572e-05,-1.94677450077594e-05,0,3
"primary","Q754_Q762R5","Q754_Q762R5C1","(1) Yes, me",3,25,34,0.000673597321361285,5.82909396618412e-05,0.00105157660160754,3,0
"primary","Q754_Q762R5","Q754_Q762R5C2","(0) NO TO: Yes, someone else in my household",3,486,499,-3.89760720265075e-05,-6.47843106187103e-05,-2.21471403900873e-05,0,3
"primary","Q754_Q762R5","Q754_Q762R5C2","(1) Yes, someone else in my household",3,22,35,0.00043257376219243,9.50246089091453e-05,0.000608960197993623,3,0
"primary","Q754_Q762R5","Q754_Q762R5C3","(0) NO TO: No, nobody in my household",3,42,63,0.000530041767148258,8.2064041949341e-05,0.000801705802433766,3,0
"primary","Q754_Q762R5","Q754_Q762R5C3","(1) No, nobody in my household",3,458,479,-7.59566811044586e-05,-0.000123325773796946,-2.47258249167146e-05,0,3
"primary","Q754_Q762R6","Q754_Q762R6C1","(0) NO TO: Yes, me",3,473,485,-3.60259226779571e-06,-2.3411818143555e-05,1.1896611491445e-05,2,1
"primary","Q754_Q762R6","Q754_Q762R6C1","(1) Yes, me",3,36,48,0.000117909162094555,5.59955733751691e-05,0.000176244329300303,3,0
"primary","Q754_Q762R6","Q754_Q762R6C2","(0) NO TO: Yes, someone else in my household",3,488,508,4.0156206678099e-06,-8.78557931590437e-06,2.45565962668605e-05,1,2
"primary","Q754_Q762R6","Q754_Q762R6C2","(1) Yes, someone else in my household",3,13,33,-1.46848310901398e-05,-0.000237583130302624,0.00034360329638661,1,2
"primary","Q754_Q762R6","Q754_Q762R6C3","(0) NO TO: No, nobody in my household",3,50,77,7.6035493864187e-05,-3.76945869770976e-05,0.000170719483481065,2,1
"primary","Q754_Q762R6","Q754_Q762R6C3","(1) No, nobody in my household",3,444,471,-4.45670398959892e-06,-1.94660560442963e-05,1.6215873798136e-05,1,2
"primary","Q754_Q762R7","Q754_Q762R7C1","(0) NO TO: Yes, me",3,471,472,-2.76895835831368e-05,-4.32970462579151e-05,-4.80188581574979e-06,0,3
"primary","Q754_Q762R7","Q754_Q762R7C1","(1) Yes, me",3,49,50,6.20120803348973e-05,-7.44690784354335e-05,0.00031036486051102,1,2
