"run","variable"
"withheld_202002_forest_FALSE","Q33R2"
"withheld_202002_forest_FALSE","Q33R3"
"withheld_202002_forest_FALSE","Q33R4"
"withheld_202002_forest_FALSE","Q33R5"
"withheld_202002_forest_FALSE","Q38R1"
"withheld_202002_forest_FALSE","Q38R2"
"withheld_202002_forest_FALSE","Q38R3"
"withheld_202002_forest_FALSE","Q38R4"
"withheld_202002_forest_FALSE","Q39R1"
"withheld_202002_forest_FALSE","Q39R2"
"withheld_202002_forest_FALSE","Q39R3"
"withheld_202002_forest_FALSE","Q39R4"
"withheld_202002_forest_FALSE","Q39R5"
"withheld_202002_forest_FALSE","Q39R6"
"withheld_202002_forest_FALSE","Q39R7"
"withheld_202002_forest_FALSE","Q40"
"withheld_202002_forest_FALSE","Q41R1"
"withheld_202002_forest_FALSE","Q41R2"
"withheld_202002_forest_FALSE","Q41R3"
"withheld_202002_forest_FALSE","Q41R4"
"withheld_202002_forest_FALSE","Q42"
"withheld_202002_forest_FALSE","Q43"
"withheld_202002_forest_FALSE","Q44"
"withheld_202002_forest_FALSE","Q45"
"withheld_202002_forest_FALSE","Q46"
"withheld_202002_forest_FALSE","Q57"
"withheld_202002_forest_FALSE","Q59"
"withheld_202002_forest_FALSE","Q60R1"
"withheld_202002_forest_FALSE","Q60R2"
"withheld_202002_forest_FALSE","Q60R3"
"withheld_202002_forest_FALSE","Q60R4"
"withheld_202002_forest_FALSE","Q60R5"
"withheld_202002_forest_FALSE","Q60R6"
"withheld_202002_forest_FALSE","Q61"
"withheld_202002_forest_FALSE","Q62R1"
"withheld_202002_forest_FALSE","Q62R2"
"withheld_202002_forest_FALSE","Q62R3"
"withheld_202002_forest_FALSE","Q62R4"
"withheld_202002_forest_FALSE","Q62R5"
"withheld_202002_forest_FALSE","NEWQ67"
"withheld_202002_forest_FALSE","Q67"
"withheld_202002_forest_FALSE","Q68"
"withheld_202002_forest_FALSE","Q69"
"withheld_202002_forest_FALSE","Q70R1"
"withheld_202002_forest_FALSE","Q70R2"
"withheld_202002_forest_FALSE","Q70R3"
"withheld_202002_forest_FALSE","Q70R4"
"withheld_202002_forest_FALSE","Q70R5"
"withheld_202002_forest_FALSE","Q75"
"withheld_202002_forest_FALSE","Q76R1"
"withheld_202002_forest_FALSE","Q76R2"
"withheld_202002_forest_FALSE","Q76R3"
"withheld_202002_forest_FALSE","Q76R4"
"withheld_202002_forest_FALSE","Q76R5"
"withheld_202002_forest_FALSE","Q76R6"
"withheld_202002_forest_FALSE","Q77R1"
"withheld_202002_forest_FALSE","Q77R2"
"withheld_202002_forest_FALSE","Q77R3"
"withheld_202002_forest_FALSE","Q77R4"
"withheld_202002_forest_FALSE","Q77R5"
"withheld_202002_forest_FALSE","Q77R6"
"withheld_202002_forest_FALSE","Q77R7"
"withheld_202002_forest_FALSE","Q77R8"
"withheld_202002_forest_FALSE","Q77R9"
"withheld_202002_forest_FALSE","Q78"
"withheld_202002_forest_FALSE","Q84"
"withheld_202002_forest_FALSE","Q85"
"withheld_202002_forest_FALSE","Q85B"
"withheld_202002_forest_FALSE","Q86"
"withheld_202002_forest_FALSE","Q87"
"withheld_202002_forest_FALSE","Q88"
"withheld_202002_forest_FALSE","Q93"
"withheld_202002_forest_FALSE","Q95"
"withheld_202002_forest_FALSE","Q97"
"withheld_202002_forest_FALSE","Q98R1"
"withheld_202002_forest_FALSE","Q98R2"
"withheld_202002_forest_FALSE","Q98R3"
"withheld_202002_forest_FALSE","Q98R4"
"withheld_202002_forest_FALSE","Q98R5"
"withheld_202002_forest_FALSE","Q98R6"
"withheld_202002_forest_FALSE","Q98R7"
"withheld_202002_forest_FALSE","Q98R10"
"withheld_202002_forest_FALSE","Q98R11"
"withheld_202002_forest_FALSE","Q99R1"
"withheld_202002_forest_FALSE","Q99R2"
"withheld_202002_forest_FALSE","Q99R3"
"withheld_202002_forest_FALSE","Q99R4"
"withheld_202002_forest_FALSE","Q99R5"
"withheld_202002_forest_FALSE","Q99R6"
"withheld_202002_forest_FALSE","Q99R7"
"withheld_202002_forest_FALSE","Q99R8"
"withheld_202002_forest_FALSE","Q99R9"
"withheld_202002_forest_FALSE","Q99R10"
"withheld_202002_forest_FALSE","Q99R11"
"withheld_202002_forest_FALSE","Q110R2"
"withheld_202002_forest_FALSE","Q110R3"
"withheld_202002_forest_FALSE","Q110R4"
"withheld_202002_forest_FALSE","Q110R5"
"withheld_202002_forest_FALSE","Q110R6"
"withheld_202002_forest_FALSE","Q110R7"
"withheld_202002_forest_FALSE","Q110R8"
"withheld_202002_forest_FALSE","Q111R1"
"withheld_202002_forest_FALSE","Q111R2"
"withheld_202002_forest_FALSE","Q111R3"
"withheld_202002_forest_FALSE","Q111R4"
"withheld_202002_forest_FALSE","Q111R5"
"withheld_202002_forest_FALSE","Q116R1"
"withheld_202002_forest_FALSE","Q116R2"
"withheld_202002_forest_FALSE","Q116R3"
"withheld_202002_forest_FALSE","Q116R4"
"withheld_202002_forest_FALSE","Q116R7"
"withheld_202002_forest_FALSE","Q116R8"
"withheld_202002_forest_FALSE","Q116R10"
"withheld_202002_forest_FALSE","Q117R1"
"withheld_202002_forest_FALSE","Q117R2"
"withheld_202002_forest_FALSE","Q117R3"
"withheld_202002_forest_FALSE","Q117R4"
"withheld_202002_forest_FALSE","Q117R5"
"withheld_202002_forest_FALSE","Q117R6"
"withheld_202002_forest_FALSE","Q117R7"
"withheld_202002_forest_FALSE","Q117R8"
"withheld_202002_forest_FALSE","Q117R9"
"withheld_202002_forest_FALSE","Q117R10"
"withheld_202002_forest_FALSE","Q117R11"
"withheld_202002_forest_FALSE","Q117R12"
"withheld_202002_forest_FALSE","Q117R13"
"withheld_202002_forest_FALSE","Q131R1"
"withheld_202002_forest_FALSE","Q131R2"
"withheld_202002_forest_FALSE","Q131R3"
"withheld_202002_forest_FALSE","Q131R4"
"withheld_202002_forest_FALSE","Q131R5"
"withheld_202002_forest_FALSE","Q131R6"
"withheld_202002_forest_FALSE","Q131R7"
"withheld_202002_forest_FALSE","Q131R8"
"withheld_202002_forest_FALSE","Q131R9"
"withheld_202002_forest_FALSE","Q131R10"
"withheld_202002_forest_FALSE","Q131R11"
"withheld_202002_forest_FALSE","Q131R12"
"withheld_202002_forest_FALSE","Q131R13"
"withheld_202002_forest_FALSE","Q144"
"withheld_202002_forest_FALSE","Q145"
"withheld_202002_forest_FALSE","Q146"
"withheld_202002_forest_FALSE","Q147"
"withheld_202002_forest_FALSE","Q148"
"withheld_202002_forest_FALSE","Q149"
"withheld_202002_forest_FALSE","Q150"
"withheld_202002_forest_FALSE","Q151"
"withheld_202002_forest_FALSE","Q152"
"withheld_202002_forest_FALSE","Q153"
"withheld_202002_forest_FALSE","Q154R1"
"withheld_202002_forest_FALSE","Q154R2"
"withheld_202002_forest_FALSE","Q154R3"
"withheld_202002_forest_FALSE","Q154R4"
"withheld_202002_forest_FALSE","Q154R5"
"withheld_202002_forest_FALSE","Q159R1"
"withheld_202002_forest_FALSE","Q159R2"
"withheld_202002_forest_FALSE","Q159R3"
"withheld_202002_forest_FALSE","Q162R1"
"withheld_202002_forest_FALSE","Q162R2"
"withheld_202002_forest_FALSE","Q162R3"
"withheld_202002_forest_FALSE","Q162R4"
"withheld_202002_forest_FALSE","Q162R5"
"withheld_202002_forest_FALSE","Q162R6"
"withheld_202002_forest_FALSE","Q162R7"
"withheld_202002_forest_FALSE","Q162R8"
"withheld_202002_forest_FALSE","Q170"
"withheld_202002_forest_FALSE","Q171R1"
"withheld_202002_forest_FALSE","Q171R2"
"withheld_202002_forest_FALSE","Q171R3"
"withheld_202002_forest_FALSE","Q171R4"
"withheld_202002_forest_FALSE","Q171R5"
"withheld_202002_forest_FALSE","Q171R6"
"withheld_202002_forest_FALSE","Q171R7"
"withheld_202002_forest_FALSE","Q171R8"
"withheld_202002_forest_FALSE","Q171R9"
"withheld_202002_forest_FALSE","Q172R1"
"withheld_202002_forest_FALSE","Q172R2"
"withheld_202002_forest_FALSE","Q172R3"
"withheld_202002_forest_FALSE","Q175R1"
"withheld_202002_forest_FALSE","Q175R2"
"withheld_202002_forest_FALSE","Q175R3"
"withheld_202002_forest_FALSE","Q178R1"
"withheld_202002_forest_FALSE","Q178R2"
"withheld_202002_forest_FALSE","Q178R3"
"withheld_202002_forest_FALSE","Q178R4"
"withheld_202002_forest_FALSE","Q182"
"withheld_202002_forest_FALSE","Q183"
"withheld_202002_forest_FALSE","Q184R1"
"withheld_202002_forest_FALSE","Q184R2"
"withheld_202002_forest_FALSE","Q184R3"
"withheld_202002_forest_FALSE","Q187R1"
"withheld_202002_forest_FALSE","Q187R2"
"withheld_202002_forest_FALSE","Q187R3"
"withheld_202002_forest_FALSE","Q187R4"
"withheld_202002_forest_FALSE","Q187R5"
"withheld_202002_forest_FALSE","Q192"
"withheld_202002_forest_FALSE","Q193"
"withheld_202002_forest_FALSE","Q194"
"withheld_202002_forest_FALSE","Q202R1"
"withheld_202002_forest_FALSE","Q202R2"
"withheld_202002_forest_FALSE","Q202R3"
"withheld_202002_forest_FALSE","Q203"
"withheld_202002_forest_FALSE","Q204"
"withheld_202002_forest_FALSE","Q205"
"withheld_202002_forest_FALSE","Q206"
"withheld_202002_forest_FALSE","Q207"
"withheld_202002_forest_FALSE","Q208R1"
"withheld_202002_forest_FALSE","Q208R2"
"withheld_202002_forest_FALSE","Q208R3"
"withheld_202002_forest_FALSE","Q208R4"
"withheld_202002_forest_FALSE","Q208R5"
"withheld_202002_forest_FALSE","Q213R1"
"withheld_202002_forest_FALSE","Q213R2"
"withheld_202002_forest_FALSE","Q213R3"
"withheld_202002_forest_FALSE","Q213R4"
"withheld_202002_forest_FALSE","Q217R1"
"withheld_202002_forest_FALSE","Q217R2"
"withheld_202002_forest_FALSE","Q217R3"
"withheld_202002_forest_FALSE","Q217R4"
"withheld_202002_forest_FALSE","Q221R1"
"withheld_202002_forest_FALSE","Q221R2"
"withheld_202002_forest_FALSE","Q221R3"
"withheld_202002_forest_FALSE","Q221R4"
"withheld_202002_forest_FALSE","Q225R1"
"withheld_202002_forest_FALSE","Q225R2"
"withheld_202002_forest_FALSE","Q225R3"
"withheld_202002_forest_FALSE","Q225R4"
"withheld_202002_forest_FALSE","Q225R5"
"withheld_202002_forest_FALSE","Q225R6"
"withheld_202002_forest_FALSE","Q225R7"
"withheld_202002_forest_FALSE","Q225R8"
"withheld_202002_forest_FALSE","Q225R9"
"withheld_202002_forest_FALSE","Q225R12"
"withheld_202002_forest_FALSE","Q225R13"
"withheld_202002_forest_FALSE","Q225R14"
"withheld_202002_forest_FALSE","Q239R1"
"withheld_202002_forest_FALSE","Q239R2"
"withheld_202002_forest_FALSE","Q239R3"
"withheld_202002_forest_FALSE","Q239R4"
"withheld_202002_forest_FALSE","Q243R1"
"withheld_202002_forest_FALSE","Q243R2"
"withheld_202002_forest_FALSE","Q243R3"
"withheld_202002_forest_FALSE","Q243R4"
"withheld_202002_forest_FALSE","Q247"
"withheld_202002_forest_FALSE","Q248"
"withheld_202002_forest_FALSE","Q249"
"withheld_202002_forest_FALSE","Q250R1"
"withheld_202002_forest_FALSE","Q250R2"
"withheld_202002_forest_FALSE","Q250R3"
"withheld_202002_forest_FALSE","Q250R5"
"withheld_202002_forest_FALSE","Q250R8"
"withheld_202002_forest_FALSE","Q251"
"withheld_202002_forest_FALSE","Q252"
"withheld_202002_forest_FALSE","Q253"
"withheld_202002_forest_FALSE","Q254"
"withheld_202002_forest_FALSE","Q255"
"withheld_202002_forest_FALSE","Q256"
"withheld_202002_forest_FALSE","Q257AR1"
"withheld_202002_forest_FALSE","Q257AR2"
"withheld_202002_forest_FALSE","Q257AR3"
"withheld_202002_forest_FALSE","Q257AR4"
"withheld_202002_forest_FALSE","Q257BR1"
"withheld_202002_forest_FALSE","Q257BR2"
"withheld_202002_forest_FALSE","Q257BR3"
"withheld_202002_forest_FALSE","Q257BR4"
"withheld_202002_forest_FALSE","Q257CR1"
"withheld_202002_forest_FALSE","Q257CR2"
"withheld_202002_forest_FALSE","Q257CR3"
"withheld_202002_forest_FALSE","Q257CR4"
"withheld_202002_forest_FALSE","Q258"
"withheld_202002_forest_FALSE","Q260"
"withheld_202002_forest_FALSE","Q261"
"withheld_202002_forest_FALSE","Q262"
"withheld_202002_forest_FALSE","Q263"
"withheld_202002_forest_FALSE","Q264"
"withheld_202002_forest_FALSE","Q265"
"withheld_202002_forest_FALSE","Q266"
"withheld_202002_forest_FALSE","Q267"
"withheld_202002_forest_FALSE","Q268"
"withheld_202002_forest_FALSE","Q269"
"withheld_202002_forest_FALSE","Q270"
"withheld_202002_forest_FALSE","Q271"
"withheld_202002_forest_FALSE","Q273R1"
"withheld_202002_forest_FALSE","Q273R2"
"withheld_202002_forest_FALSE","Q273R3"
"withheld_202002_forest_FALSE","Q273R4"
"withheld_202002_forest_FALSE","Q273R5"
"withheld_202002_forest_FALSE","Q278"
"withheld_202002_forest_FALSE","Q279"
"withheld_202002_forest_FALSE","Q280"
"withheld_202002_forest_FALSE","Q281R1"
"withheld_202002_forest_FALSE","Q281R2"
"withheld_202002_forest_FALSE","Q281R3"
"withheld_202002_forest_FALSE","Q281R4"
"withheld_202002_forest_FALSE","Q281R5"
"withheld_202002_forest_FALSE","Q281R6"
"withheld_202002_forest_FALSE","Q281R7"
"withheld_202002_forest_FALSE","Q281R8"
"withheld_202002_forest_FALSE","Q281R9"
"withheld_202002_forest_FALSE","Q282"
"withheld_202002_forest_FALSE","Q283"
"withheld_202002_forest_FALSE","Q285"
"withheld_202002_forest_FALSE","Q286"
"withheld_202002_forest_FALSE","Q287R1"
"withheld_202002_forest_FALSE","Q287R2"
"withheld_202002_forest_FALSE","Q287R3"
"withheld_202002_forest_FALSE","Q287R4"
"withheld_202002_forest_FALSE","Q287R5"
"withheld_202002_forest_FALSE","Q287R7"
"withheld_202002_forest_FALSE","Q295R1"
"withheld_202002_forest_FALSE","Q295R2"
"withheld_202002_forest_FALSE","Q295R3"
"withheld_202002_forest_FALSE","Q295R4"
"withheld_202002_forest_FALSE","Q295R5"
"withheld_202002_forest_FALSE","Q295R6"
"withheld_202002_forest_FALSE","Q308R1"
"withheld_202002_forest_FALSE","Q308R2"
"withheld_202002_forest_FALSE","Q308R3"
"withheld_202002_forest_FALSE","Q308R4"
"withheld_202002_forest_FALSE","Q308R5"
"withheld_202002_forest_FALSE","Q308R6"
"withheld_202002_forest_FALSE","Q308R7"
"withheld_202002_forest_FALSE","Q316R1"
"withheld_202002_forest_FALSE","Q316R2"
"withheld_202002_forest_FALSE","Q316R3"
"withheld_202002_forest_FALSE","Q316R4"
"withheld_202002_forest_FALSE","Q316R5"
"withheld_202002_forest_FALSE","Q316R6"
"withheld_202002_forest_FALSE","Q329R2"
"withheld_202002_forest_FALSE","Q329R3"
"withheld_202002_forest_FALSE","Q329R4"
"withheld_202002_forest_FALSE","Q329R5"
"withheld_202002_forest_FALSE","Q329R7"
"withheld_202002_forest_FALSE","Q329R8"
"withheld_202002_forest_FALSE","Q329R9"
"withheld_202002_forest_FALSE","Q329R10"
"withheld_202002_forest_FALSE","Q330"
"withheld_202002_forest_FALSE","Q331"
"withheld_202002_forest_FALSE","Q332"
"withheld_202002_forest_FALSE","Q333"
"withheld_202002_forest_FALSE","Q335"
"withheld_202002_forest_FALSE","Q339"
"withheld_202002_forest_FALSE","Q343R1"
"withheld_202002_forest_FALSE","Q343R2"
"withheld_202002_forest_FALSE","Q343R3"
"withheld_202002_forest_FALSE","Q343R4"
"withheld_202002_forest_FALSE","Q347"
"withheld_202002_forest_FALSE","Q348"
"withheld_202002_forest_FALSE","Q349"
"withheld_202002_forest_FALSE","Q350"
"withheld_202002_forest_FALSE","Q351"
"withheld_202002_forest_FALSE","Q352"
"withheld_202002_forest_FALSE","Q356"
"withheld_202002_forest_FALSE","Q357"
"withheld_202002_forest_FALSE","Q358"
"withheld_202002_forest_FALSE","Q359R1"
"withheld_202002_forest_FALSE","Q359R2"
"withheld_202002_forest_FALSE","Q359R3"
"withheld_202002_forest_FALSE","Q359R4"
"withheld_202002_forest_FALSE","Q363"
"withheld_202002_forest_FALSE","Q364"
"withheld_202002_forest_FALSE","Q365"
"withheld_202002_forest_FALSE","Q366R1"
"withheld_202002_forest_FALSE","Q366R2"
"withheld_202002_forest_FALSE","Q366R3"
"withheld_202002_forest_FALSE","Q366R4"
"withheld_202002_forest_FALSE","Q367"
"withheld_202002_forest_FALSE","Q368"
"withheld_202002_forest_FALSE","Q369"
"withheld_202002_forest_FALSE","Q370"
"withheld_202002_forest_FALSE","Q371"
"withheld_202002_forest_FALSE","Q372"
"withheld_202002_forest_FALSE","Q377"
"withheld_202002_forest_FALSE","Q378"
"withheld_202002_forest_FALSE","Q379"
"withheld_202002_forest_FALSE","Q380"
"withheld_202002_forest_FALSE","Q381_Q383R1"
"withheld_202002_forest_FALSE","Q381_Q383R2"
"withheld_202002_forest_FALSE","Q381_Q383R3"
"withheld_202002_forest_FALSE","Q384R1"
"withheld_202002_forest_FALSE","Q385"
"withheld_202002_forest_FALSE","Q386_Q390R1"
"withheld_202002_forest_FALSE","Q386_Q390R2"
"withheld_202002_forest_FALSE","Q386_Q390R3"
"withheld_202002_forest_FALSE","Q386_Q390R4"
"withheld_202002_forest_FALSE","Q386_Q390R5"
"withheld_202002_forest_FALSE","Q391_Q393R1"
"withheld_202002_forest_FALSE","Q391_Q393R2"
"withheld_202002_forest_FALSE","Q391_Q393R3"
"withheld_202002_forest_FALSE","Q394"
"withheld_202002_forest_FALSE","Q395"
"withheld_202002_forest_FALSE","Q396_Q398R1"
"withheld_202002_forest_FALSE","Q396_Q398R2"
"withheld_202002_forest_FALSE","Q396_Q398R3"
"withheld_202002_forest_FALSE","Q399"
"withheld_202002_forest_FALSE","Q400"
"withheld_202002_forest_FALSE","Q401_Q404R1"
"withheld_202002_forest_FALSE","Q401_Q404R2"
"withheld_202002_forest_FALSE","Q401_Q404R3"
"withheld_202002_forest_FALSE","Q401_Q404R4"
"withheld_202002_forest_FALSE","Q405"
"withheld_202002_forest_FALSE","Q406"
"withheld_202002_forest_FALSE","Q407R1"
"withheld_202002_forest_FALSE","Q407R2"
"withheld_202002_forest_FALSE","Q407R3"
"withheld_202002_forest_FALSE","Q407R4"
"withheld_202002_forest_FALSE","Q407R5"
"withheld_202002_forest_FALSE","Q408"
"withheld_202002_forest_FALSE","Q409"
"withheld_202002_forest_FALSE","Q410"
"withheld_202002_forest_FALSE","Q411_Q416R1"
"withheld_202002_forest_FALSE","Q411_Q416R2"
"withheld_202002_forest_FALSE","Q411_Q416R3"
"withheld_202002_forest_FALSE","Q411_Q416R4"
"withheld_202002_forest_FALSE","Q411_Q416R5"
"withheld_202002_forest_FALSE","Q411_Q416R6"
"withheld_202002_forest_FALSE","Q417_Q424R1"
"withheld_202002_forest_FALSE","Q417_Q424R2"
"withheld_202002_forest_FALSE","Q417_Q424R3"
"withheld_202002_forest_FALSE","Q417_Q424R4"
"withheld_202002_forest_FALSE","Q417_Q424R5"
"withheld_202002_forest_FALSE","Q417_Q424R6"
"withheld_202002_forest_FALSE","Q417_Q424R7"
"withheld_202002_forest_FALSE","Q417_Q424R8"
"withheld_202002_forest_FALSE","Q425"
"withheld_202002_forest_FALSE","Q428R1"
"withheld_202002_forest_FALSE","Q428R2"
"withheld_202002_forest_FALSE","Q428R3"
"withheld_202002_forest_FALSE","Q428R4"
"withheld_202002_forest_FALSE","Q428R6"
"withheld_202002_forest_FALSE","Q428R5"
"withheld_202002_forest_FALSE","Q429_Q440R1"
"withheld_202002_forest_FALSE","Q429_Q440R2"
"withheld_202002_forest_FALSE","Q429_Q440R3"
"withheld_202002_forest_FALSE","Q429_Q440R4"
"withheld_202002_forest_FALSE","Q429_Q440R5"
"withheld_202002_forest_FALSE","Q429_Q440R6"
"withheld_202002_forest_FALSE","Q429_Q440R7"
"withheld_202002_forest_FALSE","Q429_Q440R8"
"withheld_202002_forest_FALSE","Q429_Q440R9"
"withheld_202002_forest_FALSE","Q429_Q440R10"
"withheld_202002_forest_FALSE","Q429_Q440R11"
"withheld_202002_forest_FALSE","Q429_Q440R12"
"withheld_202002_forest_FALSE","Q441_Q452R1"
"withheld_202002_forest_FALSE","Q441_Q452R2"
"withheld_202002_forest_FALSE","Q441_Q452R3"
"withheld_202002_forest_FALSE","Q441_Q452R4"
"withheld_202002_forest_FALSE","Q441_Q452R5"
"withheld_202002_forest_FALSE","Q441_Q452R6"
"withheld_202002_forest_FALSE","Q441_Q452R7"
"withheld_202002_forest_FALSE","Q441_Q452R8"
"withheld_202002_forest_FALSE","Q441_Q452R9"
"withheld_202002_forest_FALSE","Q441_Q452R10"
"withheld_202002_forest_FALSE","Q441_Q452R11"
"withheld_202002_forest_FALSE","Q441_Q452R12"
"withheld_202002_forest_FALSE","Q453"
"withheld_202002_forest_FALSE","Q454"
"withheld_202002_forest_FALSE","Q455"
"withheld_202002_forest_FALSE","Q456_Q461R1"
"withheld_202002_forest_FALSE","Q456_Q461R2"
"withheld_202002_forest_FALSE","Q456_Q461R3"
"withheld_202002_forest_FALSE","Q456_Q461R4"
"withheld_202002_forest_FALSE","Q456_Q461R5"
"withheld_202002_forest_FALSE","Q456_Q461R6"
"withheld_202002_forest_FALSE","Q462"
"withheld_202002_forest_FALSE","Q463"
"withheld_202002_forest_FALSE","Q466"
"withheld_202002_forest_FALSE","Q467_Q469R1"
"withheld_202002_forest_FALSE","Q467_Q469R2"
"withheld_202002_forest_FALSE","Q467_Q469R3"
"withheld_202002_forest_FALSE","Q470"
"withheld_202002_forest_FALSE","Q471R6"
"withheld_202002_forest_FALSE","Q471R7"
"withheld_202002_forest_FALSE","Q471R8"
"withheld_202002_forest_FALSE","Q471R9"
"withheld_202002_forest_FALSE","Q472_Q474R1"
"withheld_202002_forest_FALSE","Q472_Q474R2"
"withheld_202002_forest_FALSE","Q472_Q474R3"
"withheld_202002_forest_FALSE","Q475R1"
"withheld_202002_forest_FALSE","Q475R2"
"withheld_202002_forest_FALSE","Q475R3"
"withheld_202002_forest_FALSE","Q475R4"
"withheld_202002_forest_FALSE","Q475R5"
"withheld_202002_forest_FALSE","Q475R6"
"withheld_202002_forest_FALSE","Q475R7"
"withheld_202002_forest_FALSE","Q476"
"withheld_202002_forest_FALSE","Q477"
"withheld_202002_forest_FALSE","Q478_Q483R1"
"withheld_202002_forest_FALSE","Q478_Q483R2"
"withheld_202002_forest_FALSE","Q478_Q483R3"
"withheld_202002_forest_FALSE","Q478_Q483R4"
"withheld_202002_forest_FALSE","Q478_Q483R5"
"withheld_202002_forest_FALSE","Q478_Q483R6"
"withheld_202002_forest_FALSE","Q484"
"withheld_202002_forest_FALSE","Q485"
"withheld_202002_forest_FALSE","Q486"
"withheld_202002_forest_FALSE","Q487_Q489R1"
"withheld_202002_forest_FALSE","Q487_Q489R2"
"withheld_202002_forest_FALSE","Q487_Q489R3"
"withheld_202002_forest_FALSE","Q490R1"
"withheld_202002_forest_FALSE","Q490R2"
"withheld_202002_forest_FALSE","Q490R3"
"withheld_202002_forest_FALSE","Q490R4"
"withheld_202002_forest_FALSE","Q490R5"
"withheld_202002_forest_FALSE","Q490R6"
"withheld_202002_forest_FALSE","Q490R7"
"withheld_202002_forest_FALSE","Q490R8"
"withheld_202002_forest_FALSE","Q491A"
"withheld_202002_forest_FALSE","Q491R1"
"withheld_202002_forest_FALSE","Q491R2"
"withheld_202002_forest_FALSE","Q491R3"
"withheld_202002_forest_FALSE","Q491R4"
"withheld_202002_forest_FALSE","Q491R5"
"withheld_202002_forest_FALSE","Q491R6"
"withheld_202002_forest_FALSE","Q491R7"
"withheld_202002_forest_FALSE","Q492"
"withheld_202002_forest_FALSE","Q493"
"withheld_202002_forest_FALSE","Q494_Q503R1"
"withheld_202002_forest_FALSE","Q494_Q503R2"
"withheld_202002_forest_FALSE","Q494_Q503R3"
"withheld_202002_forest_FALSE","Q494_Q503R4"
"withheld_202002_forest_FALSE","Q494_Q503R5"
"withheld_202002_forest_FALSE","Q494_Q503R6"
"withheld_202002_forest_FALSE","Q494_Q503R7"
"withheld_202002_forest_FALSE","Q494_Q503R8"
"withheld_202002_forest_FALSE","Q494_Q503R9"
"withheld_202002_forest_FALSE","Q494_Q503R10"
"withheld_202002_forest_FALSE","Q504R1"
"withheld_202002_forest_FALSE","Q504R2"
"withheld_202002_forest_FALSE","Q504R3"
"withheld_202002_forest_FALSE","Q504R4"
"withheld_202002_forest_FALSE","Q504R5"
"withheld_202002_forest_FALSE","Q504R6"
"withheld_202002_forest_FALSE","Q504R7"
"withheld_202002_forest_FALSE","Q504R8"
"withheld_202002_forest_FALSE","Q505_Q508R1"
"withheld_202002_forest_FALSE","Q505_Q508R2"
"withheld_202002_forest_FALSE","Q505_Q508R3"
"withheld_202002_forest_FALSE","Q505_Q508R4"
"withheld_202002_forest_FALSE","Q509_Q511R1"
"withheld_202002_forest_FALSE","Q509_Q511R2"
"withheld_202002_forest_FALSE","Q512R1"
"withheld_202002_forest_FALSE","Q512R2"
"withheld_202002_forest_FALSE","Q512R3"
"withheld_202002_forest_FALSE","Q513_Q516R1"
"withheld_202002_forest_FALSE","Q513_Q516R2"
"withheld_202002_forest_FALSE","Q513_Q516R3"
"withheld_202002_forest_FALSE","Q517"
"withheld_202002_forest_FALSE","Q518"
"withheld_202002_forest_FALSE","Q519"
"withheld_202002_forest_FALSE","Q520"
"withheld_202002_forest_FALSE","Q521_Q528R1"
"withheld_202002_forest_FALSE","Q521_Q528R2"
"withheld_202002_forest_FALSE","Q521_Q528R3"
"withheld_202002_forest_FALSE","Q521_Q528R4"
"withheld_202002_forest_FALSE","Q521_Q528R5"
"withheld_202002_forest_FALSE","Q521_Q528R6"
"withheld_202002_forest_FALSE","Q521_Q528R7"
"withheld_202002_forest_FALSE","Q521_Q528R8"
"withheld_202002_forest_FALSE","Q529"
"withheld_202002_forest_FALSE","Q530"
"withheld_202002_forest_FALSE","Q531"
"withheld_202002_forest_FALSE","Q534R1"
"withheld_202002_forest_FALSE","Q534R2"
"withheld_202002_forest_FALSE","Q534R3"
"withheld_202002_forest_FALSE","Q534R4"
"withheld_202002_forest_FALSE","Q534R5"
"withheld_202002_forest_FALSE","Q535_Q538R1"
"withheld_202002_forest_FALSE","Q535_Q538R2"
"withheld_202002_forest_FALSE","Q535_Q538R3"
"withheld_202002_forest_FALSE","Q535_Q538R4"
"withheld_202002_forest_FALSE","Q539R1"
"withheld_202002_forest_FALSE","Q539R2"
"withheld_202002_forest_FALSE","Q539R3"
"withheld_202002_forest_FALSE","Q539R4"
"withheld_202002_forest_FALSE","Q539R6"
"withheld_202002_forest_FALSE","Q539R5"
"withheld_202002_forest_FALSE","Q540R1"
"withheld_202002_forest_FALSE","Q541"
"withheld_202002_forest_FALSE","Q542"
"withheld_202002_forest_FALSE","Q543"
"withheld_202002_forest_FALSE","Q544"
"withheld_202002_forest_FALSE","Q545R7"
"withheld_202002_forest_FALSE","Q546R7"
"withheld_202002_forest_FALSE","Q547R7"
"withheld_202002_forest_FALSE","Q548R7"
"withheld_202002_forest_FALSE","Q549R7"
"withheld_202002_forest_FALSE","Q550R1"
"withheld_202002_forest_FALSE","Q550R2"
"withheld_202002_forest_FALSE","Q550R3"
"withheld_202002_forest_FALSE","Q550R4"
"withheld_202002_forest_FALSE","Q550R5"
"withheld_202002_forest_FALSE","Q550R6"
"withheld_202002_forest_FALSE","Q551_Q559R1"
"withheld_202002_forest_FALSE","Q551_Q559R2"
"withheld_202002_forest_FALSE","Q551_Q559R3"
"withheld_202002_forest_FALSE","Q551_Q559R4"
"withheld_202002_forest_FALSE","Q551_Q559R5"
"withheld_202002_forest_FALSE","Q551_Q559R6"
