"run","item","variable","response","n","weight_sum","mean_shap","positive_share"
"primary_202002_forest_FALSE","Q800","Q800R2C1","1",12,11.0118611752988,0.000780602629199577,0.436318368995006
"primary_202002_forest_FALSE","Q800","Q800R2C1","2",18,14.0191913843153,0.000128133332660832,0.396026966951729
"primary_202002_forest_FALSE","Q800","Q800R2C1","Not observed / routed",366,315.950505539774,7.26391533173e-05,0.492091050620989
"primary_202002_forest_FALSE","Q800","Q800R3C1","1",11,9.5257049202918,0.00139839155761398,0.782397212013061
"primary_202002_forest_FALSE","Q800","Q800R3C1","10",117,103.266224533319,-9.93098622982413e-05,0.428633458332091
"primary_202002_forest_FALSE","Q800","Q800R3C1","2",14,11.0388476550577,-0.000205270002604567,0.321154976312876
"primary_202002_forest_FALSE","Q800","Q800R3C1","3",17,11.59744066,-0.000127515923261421,0.433679143803302
"primary_202002_forest_FALSE","Q800","Q800R3C1","4",17,10.8820337206126,-0.00118846558117755,0.386332027699243
"primary_202002_forest_FALSE","Q800","Q800R3C1","5",61,47.2268856167791,4.08459836175155e-05,0.612207481470404
"primary_202002_forest_FALSE","Q800","Q800R3C1","8",11,10.9025351107119,-0.000735223795468239,0
"primary_202002_forest_FALSE","Q800","Q800R3C1","Not observed / routed",248,212.524464920163,1.88756941736108e-05,0.431163808433742
"primary_202002_forest_FALSE","Q800","Q800R4C1","0",110,81.7975585013624,-0.000470542897156467,0.214272592817895
"primary_202002_forest_FALSE","Q800","Q800R4C1","1",19,16.9312824010849,0.000504605496844586,0.320113939959303
"primary_202002_forest_FALSE","Q800","Q800R4C1","Not observed / routed",384,330.316436961293,6.70868828005465e-05,0.497555392326562
"primary_202002_forest_FALSE","Q800","Q800R5C1","0",98,73.2117665261027,-0.000712666505380262,0.245633936738613
"primary_202002_forest_FALSE","Q800","Q800R5C1","1",31,26.7126361131668,0.000292416695212888,0.337146403117832
"primary_202002_forest_FALSE","Q800","Q800R5C1","Not observed / routed",377,325.643985271453,6.67146021311059e-05,0.497440528914059
"primary_202002_forest_FALSE","Q800","Q800R6C1","0",117,87.7398299127813,-0.000726102456248248,0.206773106064418
"primary_202002_forest_FALSE","Q800","Q800R6C1","1",14,12.8141250312328,0.000686581290883867,0.473388219602053
"primary_202002_forest_FALSE","Q800","Q800R6C1","Not observed / routed",390,335.022584363818,7.94876845936513e-05,0.495523325293696
"primary_202002_forest_FALSE","Q800","Q800R7C1","0",115,86.2215898483987,-0.000701018982486531,0.214517187152576
"primary_202002_forest_FALSE","Q800","Q800R7C1","1",14,12.6484733521938,0.000413940906241442,0.400542784407597
"primary_202002_forest_FALSE","Q800","Q800R7C1","Not observed / routed",390,336.029648855328,8.26395266947405e-05,0.495960790811131
"primary_202002_forest_FALSE","Q800","Q800R8C1","0",114,83.5921742767092,-0.000576370420067989,0.225497049917335
"primary_202002_forest_FALSE","Q800","Q800R8C1","1",15,14.1247576773166,-0.000382031027815451,0.312973585357128
"primary_202002_forest_FALSE","Q800","Q800R8C1","Not observed / routed",388,334.322723582386,6.4558524187742e-05,0.492467195111168
"primary_202002_forest_FALSE","Q801","Q801","(1) White, not Hispanic",143,112.158339053392,-0.000272006535260917,0.0310296331858442
"primary_202002_forest_FALSE","Q801","Q801","(2) Black",16,12.4615799486638,-0.000122326325444495,0.224714483254859
"primary_202002_forest_FALSE","Q801","Q801","(3) Latino or Hispanic",321,277.81237322092,0.000121873730985091,0.705039109930157
"primary_202002_forest_FALSE","Q801","Q801","(5) Middle Eastern/Arab",12,8.8119821101428,0.000724037245557873,0.741939644631502
"primary_202002_forest_FALSE","Q801","Q801","(9) Other: SPECIFY",16,13.8552980870008,-0.000658522559165925,0.0879786519297158
"primary_202002_forest_FALSE","Q802","Q802","(1) White",12,8.8367157280445,-0.00012896282830839,0.118540916615036
"primary_202002_forest_FALSE","Q802","Q802","(2) Black",16,12.9591534733772,0.00716963685783843,1
"primary_202002_forest_FALSE","Q802","Q802","Not observed / routed",466,394.555586129426,-0.000144758698537584,0.10793711567268
"primary_202002_forest_FALSE","Q803","Q803","(1) White",341,285.581166237592,-8.06927550842816e-06,0.399107503014555
"primary_202002_forest_FALSE","Q803","Q803","(2) Black or African American",25,20.6599495708943,-0.000487827382936551,0.0494686062009618
"primary_202002_forest_FALSE","Q803","Q803","(3) American Indian or Alaska Native",16,12.6274236291645,7.52876855007319e-05,1
"primary_202002_forest_FALSE","Q803","Q803","(6) Some Other Race",116,98.3970755189655,-7.99439340211248e-05,0.211019235888724
"primary_202002_forest_FALSE","Q803","Q803","(7) Did not complete 2020 Census",19,15.6579323709012,0.000854209146776536,1
"primary_202002_forest_FALSE","Q804","Q804","(1) Grades 1-8",73,72.545340836048,2.98320283593335e-05,0.62097028432345
"primary_202002_forest_FALSE","Q804","Q804","(2) Some High School, but did not graduate",33,26.5479660183189,0.000529176210695171,0.942882062971481
"primary_202002_forest_FALSE","Q804","Q804","(3) High School graduate or GED",144,146.386861532927,-3.9092418247378e-05,0.299654023572188
"primary_202002_forest_FALSE","Q804","Q804","(4) Some college",77,54.814784497023,-1.16868219579839e-05,0.322375071001938
"primary_202002_forest_FALSE","Q804","Q804","(5) Associates, 2-year degree",39,27.2621012330052,6.63700855455213e-05,0.82317675699643
"primary_202002_forest_FALSE","Q804","Q804","(6) Bachelors, 4-year degree",81,47.4982981681818,-0.000309898273904451,0
"primary_202002_forest_FALSE","Q804","Q804","(7) Post-graduate degree",42,25.2186427563427,3.63887845868997e-05,0.673348150339937
"primary_202002_forest_FALSE","Q804","Q804","(8) Don't know",32,35.3025442659856,-2.64380258523091e-05,0.16176657514684
"primary_202002_forest_FALSE","Q805","Q805","(1) Grades 1-8",88,81.7095457911489,1.09178882167833e-05,0.448931096581237
"primary_202002_forest_FALSE","Q805","Q805","(2) Some High School, but did not graduate",48,40.3505848944188,-0.000136576000792275,0.0422523683209613
"primary_202002_forest_FALSE","Q805","Q805","(3) High School graduate or GED",141,124.963755249977,7.14809150469599e-06,0.532672625310916
"primary_202002_forest_FALSE","Q805","Q805","(4) Some college",59,39.4631235450505,5.8215847410737e-05,0.753153540262986
"primary_202002_forest_FALSE","Q805","Q805","(5) Associates, 2-year degree",29,19.8184285759927,-0.000928820919818874,0
"primary_202002_forest_FALSE","Q805","Q805","(6) Bachelors, 4-year degree",50,33.5551541447639,0.000450384718815942,0.977535983867503
"primary_202002_forest_FALSE","Q805","Q805","(7) Post-graduate degree",46,30.4048338681454,3.4979392539812e-05,0.563270081901468
"primary_202002_forest_FALSE","Q805","Q805","(8) Don't know",60,65.3111132383348,-0.000113439788404359,0.117660974657924
"primary_202002_forest_FALSE","Q806","Q806","(1.97e+03,1.98e+03]",30,32.0798655152321,-0.000259610138335145,0.0731020663049352
"primary_202002_forest_FALSE","Q806","Q806","(1.98e+03,2e+03]",27,22.7945897281167,-4.98232905168162e-05,0.388104392677153
"primary_202002_forest_FALSE","Q806","Q806","(2e+03, Inf]",21,22.598068445921,0.00303480020145639,0.702472947362724
"primary_202002_forest_FALSE","Q806","Q806","[-Inf,1.97e+03]",33,40.1873077750206,-0.000425365289671577,0.212053055520163
"primary_202002_forest_FALSE","Q806","Q806","Not observed / routed",410,317.916707843541,-0.000245825116330779,0.0609700027730598
"primary_202002_forest_FALSE","Q808","Q808","(1.96e+03,1.98e+03]",104,88.7203045934443,-0.000270571709009869,0.0580745728016833
"primary_202002_forest_FALSE","Q808","Q808","(1.98e+03,1.99e+03]",92,69.2649995237584,-0.000181550397539057,0.0262074168382583
"primary_202002_forest_FALSE","Q808","Q808","(1.99e+03, Inf]",103,94.4868271201841,0.000233899207685111,0.346294327241449
"primary_202002_forest_FALSE","Q808","Q808","[-Inf,1.96e+03]",122,108.277495980263,0.000359226357058344,0.78113061933458
"primary_202002_forest_FALSE","Q808","Q808","Not observed / routed",100,74.8269120901818,-0.00021282608445454,0.032166615887814
"primary_202002_forest_FALSE","Q809","Q809","(01) Both parents born in the U.S.",194,161.876739829779,0.000200714134247879,0.986735448942447
"primary_202002_forest_FALSE","Q809","Q809","(02) Both parents born in another country",98,70.4402754008764,-0.000246334517536605,0.00494097007401067
"primary_202002_forest_FALSE","Q809","Q809","(03) Both parents born in Puerto Rico",36,24.8553352802988,8.91597423727302e-07,0.429209781218085
"primary_202002_forest_FALSE","Q809","Q809","(04) 1 parent born in U.S. / 1 parent born elsewhere",71,54.9688978791237,-3.93147969669176e-05,0.212007938435219
"primary_202002_forest_FALSE","Q809","Q809","(88) Don",11,5.7754594534634,-2.41438255585514e-05,0.359485081915926
"primary_202002_forest_FALSE","Q809","Q809","Not observed / routed",111,117.65983146429,6.98973825213552e-05,0.836903535089221
"primary_202002_forest_FALSE","Q810","Q810","(051) 1950",15,12.9352945387362,-0.00211432725033712,0
"primary_202002_forest_FALSE","Q810","Q810","(071) 1970",10,9.4404295533896,-0.000342827466842437,0.168363886682001
"primary_202002_forest_FALSE","Q810","Q810","(123) Don't know",33,26.565506726503,-6.84152033434831e-06,0.151231494685603
"primary_202002_forest_FALSE","Q810","Q810","Not observed / routed",305,279.53657129407,-1.22447576867875e-06,0.419220399770204
"primary_202002_forest_FALSE","Q811","Q811","(071) 1970",10,9.8555179238318,-0.00110012599178224,0
"primary_202002_forest_FALSE","Q811","Q811","(076) 1975",10,5.9731766879559,0.000230644308687618,0.925965741934057
"primary_202002_forest_FALSE","Q811","Q811","(081) 1980",10,5.873926460743,-0.000319293269910736,0
"primary_202002_forest_FALSE","Q811","Q811","(123) Don't know",37,29.2090770304199,0.000130330945599618,0.855003665367854
"primary_202002_forest_FALSE","Q811","Q811","Not observed / routed",305,279.53657129407,-3.37864944415571e-06,0.395662549091344
"primary_202002_forest_FALSE","Q812","Q812","(01) All 4 grandparents born in U.S.",77,69.3907255381352,9.60374521249753e-05,0.885658555236277
"primary_202002_forest_FALSE","Q812","Q812","(02) 3 grandparents born in U.S. / 1 elsewhere",25,19.6696270555259,0.000322270101635407,1
"primary_202002_forest_FALSE","Q812","Q812","(03) 2 grandparents born in U.S. / 2 elsewhere",70,51.4855014979836,8.83914887009899e-05,0.786801210383793
"primary_202002_forest_FALSE","Q812","Q812","(04) 1 grandparents born in U.S. / 3 elsewhere",12,9.6319929063321,-0.000173350643489658,0.599216575823815
"primary_202002_forest_FALSE","Q812","Q812","(05) All 4 grandparents born outside U.S.",39,34.5009115189313,4.14036725971701e-05,0.751083070600159
"primary_202002_forest_FALSE","Q812","Q812","(88) Don",42,32.1668791919948,0.000155552527620892,0.982128026678175
"primary_202002_forest_FALSE","Q812","Q812","Not observed / routed",256,218.730901598929,-9.32549872717426e-05,0.0127964566680505
"primary_202002_forest_FALSE","Q813","Q813","(01) Less than $20,000",49,44.3708438277247,-0.000179252090452655,0.0350020618959533
"primary_202002_forest_FALSE","Q813","Q813","(02) $20,000 to $29,999",35,32.9348292648794,-2.40823089398077e-05,0.207225311409848
"primary_202002_forest_FALSE","Q813","Q813","(03) $30,000 to $39,999",51,49.0170890688895,0.00012876128724583,0.860947840952588
"primary_202002_forest_FALSE","Q813","Q813","(04) $40,000 to $49,999",46,37.7837505638598,6.75930951799705e-05,0.781689841310572
"primary_202002_forest_FALSE","Q813","Q813","(05) $50,000 to $59,999",53,45.6767387688161,0.000125065454612477,0.798484129872436
"primary_202002_forest_FALSE","Q813","Q813","(06) $60,000 to $69,999",34,30.6260962933301,2.6135420200526e-05,0.550746556702962
"primary_202002_forest_FALSE","Q813","Q813","(07) $70,000 to $79,999",40,29.6362348049877,-0.000861739014668162,0
"primary_202002_forest_FALSE","Q813","Q813","(08) $80,000 to $89,999",31,21.0944919884202,0.000123825650322459,0.804130162233922
"primary_202002_forest_FALSE","Q813","Q813","(09) $90,000 to $99,999",30,22.3882378786803,-0.00037861863683763,0.340365854802932
"primary_202002_forest_FALSE","Q813","Q813","(10) $100,000 to $149,999",70,55.0538304299111,0.000132099627375615,0.931071864697026
"primary_202002_forest_FALSE","Q813","Q813","(11) $150,000 to $199,999",28,22.2451293766498,-7.99987667410228e-05,0.35540397117166
"primary_202002_forest_FALSE","Q813","Q813","(12) $200,000 or more",22,17.4625636041163,-4.97907037350519e-06,0.331448001055478
"primary_202002_forest_FALSE","Q813","Q813","(99) Prefer not to answer",32,27.2867034375669,0.00018849906518423,0.935972904286338
"primary_202002_forest_FALSE","Q814","Q814","(1) Employed full-time",236,187.684553682804,4.23407709553981e-05,0.815461627835629
"primary_202002_forest_FALSE","Q814","Q814","(2) Employed part-time",65,49.0210504829884,3.17576789314158e-05,0.888913195790091
"primary_202002_forest_FALSE","Q814","Q814","(3) A full-time student",17,13.5227630436419,-0.00389960306795734,0
"primary_202002_forest_FALSE","Q814","Q814","(4) Retired",107,96.5182106196877,0.000132680946408412,0.982115786030903
"primary_202002_forest_FALSE","Q814","Q814","(5) Currently unemployed",53,46.638973802328,5.10999357543967e-05,0.882562254173556
"primary_202002_forest_FALSE","Q814","Q814","(6) Homemaker",43,42.1909876763821,-4.34761145613233e-05,0.287143699105108
"primary_202002_forest_FALSE","Q815","Q815","(1) Plan through your employer",187,150.462706118821,-7.01210798168115e-05,0.046193148795072
"primary_202002_forest_FALSE","Q815","Q815","(2) Plan through your spouse",64,47.9659216403959,0.000126218292442544,0.890484444270738
"primary_202002_forest_FALSE","Q815","Q815","(3) Plan you purchased yourself",33,25.0518993735309,5.77342560593845e-05,0.523091498871952
"primary_202002_forest_FALSE","Q815","Q815","(4) Medicare",116,102.640804424883,5.64816538768159e-05,0.745842614453223
"primary_202002_forest_FALSE","Q815","Q815","(5) Medicaid",48,45.8889776468277,6.34792739122419e-06,0.586961017473045
"primary_202002_forest_FALSE","Q815","Q815","(6) Plan through another government source",19,19.1955447942018,0.000102442315021934,1
"primary_202002_forest_FALSE","Q815","Q815","(7) Other (SPECIFY)",18,12.1721270382404,-0.000328557071484924,0
"primary_202002_forest_FALSE","Q815","Q815","(8) I do not have health insurance",36,32.1985582709313,2.5167280047135e-05,0.775260897833454
"primary_202002_forest_FALSE","Q816","Q816","(1) Very often",124,106.962263360619,2.40377042870981e-05,0.83798460119198
"primary_202002_forest_FALSE","Q816","Q816","(2) Somewhat often",92,77.72363898158,3.06009045549093e-05,0.710088932918099
"primary_202002_forest_FALSE","Q816","Q816","(3) Occasionally",112,91.0821742862462,-7.90448274313684e-05,0.0382206170941933
"primary_202002_forest_FALSE","Q816","Q816","(4) Not too often",87,70.3969683051116,-2.06387838707667e-05,0.0534210524914286
"primary_202002_forest_FALSE","Q816","Q816","(5) Never",106,89.4114943742752,8.11460978636644e-05,0.955267143759574
"primary_202002_forest_FALSE","Q818","Q818","(5) Never",53,45.763976022601,5.54660910698487e-06,1
"primary_202002_forest_FALSE","Q818","Q818","Not observed / routed",446,369.301052778958,5.70955578304117e-06,1
"primary_202002_forest_FALSE","Q819","Q819","(1) Very well",13,12.6523897349833,-0.000200263936248952,0
"primary_202002_forest_FALSE","Q819","Q819","(2) Somewhat well",13,7.8099906146526,0.00122677521214035,1
"primary_202002_forest_FALSE","Q819","Q819","(4) Not at all",52,46.627325460315,-3.37214994586059e-05,0.0949008822323541
"primary_202002_forest_FALSE","Q819","Q819","Not observed / routed",434,361.957558587192,-8.00074206464391e-06,0.271407117846758
"primary_202002_forest_FALSE","Q820","Q820","(1) Very",378,312.571152389049,4.52278503141134e-05,0.99344522107987
"primary_202002_forest_FALSE","Q820","Q820","(2) Somewhat often",70,59.2984705418345,-8.27792099466093e-05,0.0715771550406263
"primary_202002_forest_FALSE","Q820","Q820","(3) Occasionally",52,43.8345560878511,3.523191522845e-05,0.958848972994994
"primary_202002_forest_FALSE","Q820","Q820","(5) Almost never",13,13.8567042946815,2.88090925968723e-05,0.878543941572596
"withheld_202002_forest_FALSE","S1","S1","(01) English",502,418.539722114801,0,0
"withheld_202002_forest_FALSE","S1","S1","(02) Spanish",19,17.0368171930311,0,0
"withheld_202002_forest_FALSE","S2_RACE","S2_RACER1","(0) NO TO: White",335,293.258053138852,-7.5166350274822e-05,0.0340673234841758
"withheld_202002_forest_FALSE","S2_RACE","S2_RACER1","(1) White",186,142.318486168979,0.000146520965528766,0.994614092640216
"withheld_202002_forest_FALSE","S2_RACE","S2_RACER3","(0) NO TO: Black or African American",503,423.126278966664,-6.43760553206346e-06,0.332754412524588
"withheld_202002_forest_FALSE","S2_RACE","S2_RACER3","(1) Black or African American",18,12.4502603411674,0.000123164054015052,0.863062479963745
"withheld_202002_forest_FALSE","S2_RACE_PRIME","S2_RACE_PRIME","(1) White | S2_RACE_PRIME: (1) White",71,53.8512868136166,0.000207209076531082,1
"withheld_202002_forest_FALSE","S2_RACE_PRIME","S2_RACE_PRIME","(2) Hispanic or Latino | S2_RACE_PRIME: (2) Hispanic or Latino",439,373.564808920025,-3.65512796837665e-05,0.0123516719924371
"withheld_202002_forest_FALSE","S2_RACE_PRIME","S2_RACE_PRIME","(3) Black or African American | S2_RACE_PRIME: (3) Black or African American",11,8.1604435741902,3.0856512821565e-05,0.680520335164855
"withheld_202002_forest_FALSE","S2_NATIVE","S2_NATIVER1","(0) NO TO: No, not Native American",116,96.2397962957619,9.63118933808302e-05,0.699499749479194
"withheld_202002_forest_FALSE","S2_NATIVE","S2_NATIVER1","(1) No, not Native American",405,339.33674301207,-2.75479577643901e-05,0.202415667605178
"withheld_202002_forest_FALSE","S2_NATIVE","S2_NATIVER2","(0) NO TO: Yes, myself",483,402.244957268237,-1.68680578159852e-05,0.27539889990626
"withheld_202002_forest_FALSE","S2_NATIVE","S2_NATIVER2","(1) Yes, myself",38,33.3315820395944,0.000201193388386157,0.756908808711409
"withheld_202002_forest_FALSE","S2_NATIVE","S2_NATIVER3","(0) NO TO: Yes, one of my parents",496,415.898999929427,-1.32464408769921e-05,0.290232991735881
"withheld_202002_forest_FALSE","S2_NATIVE","S2_NATIVER3","(1) Yes, one of my parents",25,19.6775393784046,0.00027595849991045,0.777494354089867
"withheld_202002_forest_FALSE","S2_NATIVE","S2_NATIVER4","(0) NO TO: Yes, one of my grandparents",473,393.730303302406,-1.36146714094749e-05,0.27370464722686
"withheld_202002_forest_FALSE","S2_NATIVE","S2_NATIVER4","(1) Yes, one of my grandparents",48,41.8462360054257,0.00012621234173029,0.674874868243771
"withheld_202002_forest_FALSE","S2_NATIVE","S2_NATIVER5","(0) NO TO: Yes, another more distant relative",484,408.350783288478,-7.37107423535666e-06,0.29050924538775
"withheld_202002_forest_FALSE","S2_NATIVE","S2_NATIVER5","(1) Yes, another more distant relative",37,27.2257560193538,0.000107654923192213,0.638259920480594
"withheld_202002_forest_FALSE","S2_AFROLAT","S2_AFROLATR1","(0) NO TO: No, not Afro-Latino",67,47.3734732568262,-7.08916846609785e-05,0.519452522822162
"withheld_202002_forest_FALSE","S2_AFROLAT","S2_AFROLATR1","(1) No, not Afro-Latino",454,388.203066051005,7.20760218145919e-07,0.489091504437115
"withheld_202002_forest_FALSE","S2_AFROLAT","S2_AFROLATR2","(0) NO TO: Yes, myself",482,405.109008550643,-2.55382982508524e-06,0.500737835058898
"withheld_202002_forest_FALSE","S2_AFROLAT","S2_AFROLATR2","(1) Yes, myself",39,30.4675307571888,-6.70879615643536e-05,0.381444889256271
"withheld_202002_forest_FALSE","S2_AFROLAT","S2_AFROLATR3","(0) NO TO: Yes, one of my parents",501,422.11759096384,-4.75310103007483e-06,0.481552212152127
"withheld_202002_forest_FALSE","S2_AFROLAT","S2_AFROLATR3","(1) Yes, one of my parents",20,13.4589483439921,-7.96656928178254e-05,0.832415118684282
"withheld_202002_forest_FALSE","S2_AFROLAT","S2_AFROLATR4","(0) NO TO: Yes, one of my grandparents",503,424.429604679345,-3.73740184920447e-06,0.483310341468185
"withheld_202002_forest_FALSE","S2_AFROLAT","S2_AFROLATR4","(1) Yes, one of my grandparents",18,11.1469346284866,-0.000133877165444837,0.838246113818002
"withheld_202002_forest_FALSE","S2_AFROLAT","S2_AFROLATR5","(0) NO TO: Yes, another more distant relative",503,425.75007238984,1.36476873587971e-06,0.494118626671113
"withheld_202002_forest_FALSE","S2_AFROLAT","S2_AFROLATR5","(1) Yes, another more distant relative",18,9.8264669179915,-0.000372426266682082,0.417652729098818
"withheld_202002_forest_FALSE","S3","S3","(01) Straight, that is, not gay or lesbian",466,396.072242170571,8.1096407281921e-06,0.477806288903592
"withheld_202002_forest_FALSE","S3","S3","(02) Gay or lesbian",33,24.0242797732353,-0.000457625638323244,0
"withheld_202002_forest_FALSE","S3","S3","(03) Bisexual",11,6.6948594748972,-0.000192452308938762,0
"withheld_202002_forest_FALSE","S3B","S3B","(1) Man",204,199.017835512757,1.09719526520673e-05,1
"withheld_202002_forest_FALSE","S3B","S3B","(2) Woman",316,236.066903516649,-7.98523605183508e-06,0
"withheld_202002_forest_FALSE","S3C","S3C","(02) No",512,427.747464165091,2.37562067227031e-06,1
"withheld_202002_forest_FALSE","S4","S4","(03) Arizona",28,26.8340851366522,0.00218950447225327,1
"withheld_202002_forest_FALSE","S4","S4","(05) California",112,96.3510837852956,-0.000194642913835536,0.218181245632739
"withheld_202002_forest_FALSE","S4","S4","(10) Florida",81,57.1036761105057,0.000748069334149807,0.949164740007494
"withheld_202002_forest_FALSE","S4","S4","(14) Illinois",19,14.842718422413,-0.000575095887307848,0
"withheld_202002_forest_FALSE","S4","S4","(22) Massachusetts",10,4.7658554166556,-0.000333730835166436,0
"withheld_202002_forest_FALSE","S4","S4","(31) New Jersey",18,14.7605011761188,-0.00157438632890999,0.0239677342422816
"withheld_202002_forest_FALSE","S4","S4","(33) New York",48,40.7037081718444,-0.00132529362870472,0
"withheld_202002_forest_FALSE","S4","S4","(44) Texas",88,84.5993238985534,-0.000234057527045842,0.224787336986148
"withheld_202002_forest_FALSE","S5","S5","(1.96e+03,1.97e+03]",121,115.577599123121,0.00012191125168379,0.774964740542335
"withheld_202002_forest_FALSE","S5","S5","(1.97e+03,1.98e+03]",135,101.292702585459,-4.24913081427254e-05,0.243666398943193
"withheld_202002_forest_FALSE","S5","S5","(1.98e+03, Inf]",119,83.0169663727271,-0.000438059088316019,0.217722205477159
"withheld_202002_forest_FALSE","S5","S5","[-Inf,1.96e+03]",146,135.689271226525,0.000196848692501401,0.832726209737921
"withheld_202002_forest_FALSE","S7","S7","(1) United States",410,317.916707843541,-9.96560328838415e-06,0.27295904945686
"withheld_202002_forest_FALSE","S7","S7","(2) Another country",78,89.8968842327589,8.04624095084516e-05,1
"withheld_202002_forest_FALSE","S7","S7","(3) on the Island of Puerto Rico",33,27.7629472315315,-3.72759993563781e-05,0.556284889725267
"withheld_202002_forest_FALSE","S10","S10","(06) Cuba",40,27.1061015725133,0.00063505088058476,0.916113763972572
"withheld_202002_forest_FALSE","S10","S10","(07) Dominican Republic",13,11.5486915409565,0.00103346038337756,0.927477733239689
"withheld_202002_forest_FALSE","S10","S10","(09) El Salvador",10,5.5213912427423,-1.76300270890889e-06,0.256709517958942
"withheld_202002_forest_FALSE","S10","S10","(12) Mexico",249,246.190661758184,-0.000360216710072892,0.113955867240028
"withheld_202002_forest_FALSE","S10","S10","(17) Puerto Rico",88,65.1002366542812,-0.000167895551500328,0.0895014040331192
"withheld_202002_forest_FALSE","S10","S10","(21) Spain / Spanish",57,29.6147641986606,-0.00013560251435047,0.278601203180212
"withheld_202002_forest_FALSE","S10","S10","(22) Other country (Specify)",11,7.0064213424922,0.00295491091295693,1
"withheld_202002_forest_FALSE","S10_MEX","S10_MEX","(1) Yes, have Mexican ancestry",27,23.5446984171867,0.00035592904677943,0.96815202913657
"withheld_202002_forest_FALSE","S10_MEX","S10_MEX","(2) No",41,13.0764871239661,0.000372460694777645,0.882651145009014
"withheld_202002_forest_FALSE","S10_MEX","S10_MEX","Not observed / routed",453,398.955353766679,-4.29525209607348e-05,0.176091895110188
"withheld_202002_forest_FALSE","S11","S11","(12) Latin American indigenous",21,15.3034103214738,0.000588877822709635,1
"withheld_202002_forest_FALSE","S11","S11","(13) Other (Specify)",11,8.8531385064125,-0.000562123224535409,0
"withheld_202002_forest_FALSE","S11","S11","(88) Don",30,30.0335475504403,-0.00022902921218318,0.0748396747292961
"withheld_202002_forest_FALSE","S11","S11","Not observed / routed",434,361.957558587192,5.22142197934582e-06,0.416007051983487
"withheld_202002_forest_FALSE","S2_M","S2_M","(1) Yes",171,133.952095940709,-6.48643831696029e-05,0.153078011746074
"withheld_202002_forest_FALSE","S2_M","S2_M","(2) No",350,301.624443367123,3.74188120630961e-05,0.812946420392381
"withheld_202002_forest_FALSE","S13","S13","(3) High School graduate or GED",84,137.358395218849,6.92481507508403e-06,0.469120714895284
"withheld_202002_forest_FALSE","S13","S13","(4) Some college",118,95.647044807674,9.89861410885435e-05,0.82991304693324
"withheld_202002_forest_FALSE","S13","S13","(5) Associates, 2-year degree",80,59.5084775835281,-0.000405591619493461,0.0283932762158276
"withheld_202002_forest_FALSE","S13","S13","(6) Bachelors, 4-year degree",140,76.5819644480924,-1.27163924881011e-05,0.339878948667435
"withheld_202002_forest_FALSE","S13","S13","(7) Post-graduate degree",94,58.9087348878375,5.36581903693859e-05,0.497043088535707
"withheld_202002_forest_FALSE","S14","S14","(1) Large urban area",182,145.320946708321,-0.000119800701530629,0.0456273897396371
"withheld_202002_forest_FALSE","S14","S14","(2) Large suburb near large city",159,127.442108750343,0.000135392655067608,0.895564643889144
"withheld_202002_forest_FALSE","S14","S14","(3) Small suburb near small town or city",81,70.4380265027286,-7.58237432863539e-05,0.0235107258759294
"withheld_202002_forest_FALSE","S14","S14","(4) Small town or small city",74,69.3534261286261,-3.18979003787244e-05,0.130598514201978
"withheld_202002_forest_FALSE","S14","S14","(5) Rural area",25,23.0220312178135,7.49845785103362e-05,0.938959512859471
"withheld_202002_forest_FALSE","Q58","Q58R1","(0) NO TO: Catholic",271,215.842112600803,0.000527749346778392,0.42275153077867
"withheld_202002_forest_FALSE","Q58","Q58R1","(1) Catholic",250,219.734426707028,-0.00100480968263323,0.0026162746337978
"withheld_202002_forest_FALSE","Q58","Q58R2","(0) NO TO: Protestant (such as Methodist, Presbyterian, Assembly of God, Baptist, Lutheran, non-denominational Christian, et",448,376.805734902619,-0.000750675477886478,0.0877153972154556
"withheld_202002_forest_FALSE","Q58","Q58R2","(1) Protestant (such as Methodist, Presbyterian, Assembly of God, Baptist, Lutheran, non-denominational Christian, etc.)",73,58.7708044052124,0.00299431122763465,1
"withheld_202002_forest_FALSE","Q58","Q58R3","(0) NO TO: Other Christian",468,390.151824191211,-0.000275472816546714,0.189841838263558
"withheld_202002_forest_FALSE","Q58","Q58R3","(1) Other Christian",53,45.4247151166201,1.31090807839055e-05,0.390873769121798
"withheld_202002_forest_FALSE","Q58","Q58R4","(0) NO TO: Jewish",513,429.47481676936,-0.000257156283850877,0.211473791872484
"withheld_202002_forest_FALSE","Q58","Q58R5","(0) NO TO: Muslim",519,434.730553776025,-0.000249117954816068,0.209270967483739
"withheld_202002_forest_FALSE","Q58","Q58R6","(0) NO TO: Hindu",520,434.576738208531,-0.000270552330506169,0.208991094162927
"withheld_202002_forest_FALSE","Q58","Q58R7","(0) NO TO: Buddhist",517,433.474755018948,-0.000242182750869645,0.21097243126
"withheld_202002_forest_FALSE","Q58","Q58R8","(0) NO TO: Mormon/LDS",517,432.252200633286,-0.000308771331534665,0.204737258274347
"withheld_202002_forest_FALSE","Q58","Q58R9","(0) NO TO: Folk religion",519,434.115291565656,-0.000269259773766624,0.209213243072828
"withheld_202002_forest_FALSE","Q58","Q58R10","(0) NO TO: Daoist",521,435.576539307832,-0.000245377645454882,0.21080673734442
"withheld_202002_forest_FALSE","Q58","Q58R12","(0) NO TO: Ancestral religion",518,434.437022447585,-0.000243383973264465,0.21135967786064
